fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
60.1561,16.6234,27.9675,0,92,68,72,1806,875,7.84184,106,4.63036,0,2.3916,4302,190321354150
60.0123,16.6633,27.7325,0,93,68,72,1748,875,7.84186,106,4.62973,0,2.3919,4316,191321378018
60.0657,16.6484,29.1866,0,91,68,72,1824,875,7.84187,105,4.62827,0,2.39171,4316,192321431080
60.0082,16.6644,30.3226,0,89,68,72,1826,875,7.89748,103,4.63797,0,2.40409,4291,193321483912
59.998,16.6672,27.2727,0,89,68,72,1783,875,7.92484,103,4.65214,0,2.40264,4316,194321537215
59.9988,16.667,26.601,0,89,68,72,1730,875,7.91704,103,4.65157,0,2.40264,4316,195321592311
60.0533,16.6519,26.6776,0,88,68,72,1688,875,7.90592,101,4.65081,0,2.40264,4316,196321651746
60.0303,16.6582,30.9951,0,89,68,72,1670,875,7.91899,101,4.61486,0,2.37708,4316,197321710509
59.9315,16.6857,28.96,0,91,68,72,1824,875,7.89947,105,4.61611,0,2.3772,4315,198321763551
59.9839,16.6712,27.8502,0,92,68,72,1806,875,7.89949,107,4.60453,0,2.37324,4316,199321818186
59.9893,16.6696,27.242,0,91,68,72,1717,875,7.89964,105,4.6057,0,2.37324,4316,200321872892
60.1607,16.6221,27.8956,0,91,68,73,1639,875,7.89965,104,4.60594,0,2.37324,4318,201321927908
60.0827,16.6437,29.7837,0,92,68,72,1828,875,7.89965,106,4.60707,0,2.37343,4316,202321980139
60.0268,16.6592,28.7097,0,92,68,72,1824,875,7.90168,106,4.60706,0,2.37338,4316,203322018113
60.0556,16.6512,28.2927,0,93,68,73,1821,875,7.90168,107,4.6078,0,2.37338,4316,204322071716
60.0286,16.6587,28.0844,0,93,68,73,1815,875,7.90168,106,4.6074,0,2.37338,4307,205322126271
60.219,16.606,29.7254,0,87,68,72,1408,875,7.82777,92,4.59412,0,2.3618,4293,206322181097
59.9873,16.6702,30.6321,0,80,68,71,1338,875,7.70134,76,4.61248,0,2.37616,4316,207322237245
60.0398,16.6556,31.5113,0,81,69,72,1425,875,7.70931,80,4.61438,0,2.37791,4299,208322295117
60.0989,16.6392,28.2468,0,80,69,71,1758,875,7.74815,79,4.61045,0,2.37655,4316,209322371112
60.0869,16.6426,30.5958,0,79,69,71,1494,875,7.73692,66,4.63029,0,2.38409,4316,210322433542
60.1276,16.6313,29.3355,0,82,69,71,1511,875,7.70763,82,4.61007,0,2.37506,4331,211322487416
60.1061,16.6372,29.2135,0,81,69,71,1385,875,7.70199,78,4.59713,0,2.3608,4316,212322543724
60.1295,16.6308,28.0936,0,80,69,71,1349,875,7.70013,72,4.59162,0,2.35519,4308,213322603429
60.1647,16.621,28.6174,0,79,69,71,1226,875,7.70014,76,4.59243,0,2.35718,4316,214322656452
60.1009,16.6387,29.8077,0,81,69,71,1608,875,7.70015,81,4.6069,0,2.36804,4322,215322721597
60.0911,16.6414,28.4566,0,80,69,71,1439,875,7.70016,66,4.60563,0,2.37516,4316,216322786652
60.2245,16.6045,29.374,0,80,69,71,1377,875,7.70016,71,4.5995,0,2.3701,4317,217322849613
60.1279,16.6312,28.3172,0,80,69,71,1415,875,7.70016,70,4.58462,0,2.33644,4316,218322905971
60.1646,16.6211,28.3414,0,79,69,71,1288,875,7.70016,68,4.58894,0,2.34362,4316,219322960867
60.0042,16.6655,30.7074,0,82,69,71,1329,875,7.70932,83,4.59191,0,2.35059,4291,220323032314
60.1096,16.6363,31.25,0,81,69,71,1806,875,7.70356,81,4.60257,0,2.36417,4316,221323111585
59.9797,16.6723,28.433,0,82,69,71,1487,875,7.69788,80,4.60241,0,2.36412,4316,222323174536
60.1944,16.6129,31.3505,0,81,69,71,1614,875,7.69814,69,4.5945,0,2.35475,4292,223323230234
60.0485,16.6532,30.9562,0,82,69,71,1578,875,7.72802,83,4.58396,0,2.35577,4303,224323295930
60.1552,16.6237,29.2407,0,80,69,71,1437,875,7.71926,76,4.58707,0,2.35853,4318,225323359071
60.7506,16.4608,29.9035,0,79,69,71,1254,875,7.74314,73,4.58912,0,2.36226,4291,226323417834
60.0999,16.639,28.8493,0,80,69,71,1324,875,7.71045,76,4.58891,0,2.36036,4316,227323471047
60.1032,16.638,28.363,0,78,69,71,1566,875,7.72118,71,4.59756,0,2.36538,4316,228323522947
60.0979,16.6395,27.6873,0,79,69,70,1371,875,7.70575,67,4.59804,0,2.36454,4316,229323574767
60.0249,16.6598,27.9294,0,79,69,70,1382,875,7.71358,63,4.58294,0,2.35405,4316,230323630284
60.1018,16.6384,29.0584,0,81,69,70,1349,875,7.71394,74,4.58649,0,2.36092,4318,231323682776
60.1425,16.6272,28.4553,0,79,69,70,1472,875,7.65263,68,4.58737,0,2.36039,4316,232323737551
60.0667,16.6481,27.8992,0,79,69,70,1525,875,7.64516,68,4.58754,0,2.3606,4316,233323789882
60.1933,16.6131,29.2154,0,80,69,70,1509,875,7.64536,71,4.5873,0,2.35856,4316,234323844758
60.1953,16.6126,28.6872,0,81,69,71,1510,875,7.6925,76,4.60455,0,2.38161,4316,235323897710
60.1216,16.633,30.298,0,80,69,70,1401,875,7.65375,73,4.58284,0,2.35561,4316,236323952015
60.1254,16.6319,33.6554,0,80,69,71,1255,875,7.6539,74,4.62193,0,2.3626,4316,237324004706
60.1053,16.6375,26.9168,0,78,69,70,1621,875,7.65804,72,4.6367,0,2.38356,4330,238324062919
60.7848,16.4515,29.1667,0,80,69,71,1761,875,7.69576,75,4.62736,0,2.37538,4306,239324117494
60.0129,16.6631,29.9674,0,86,69,71,1683,875,7.69314,92,4.61955,0,2.37097,4291,240324171207
60.1813,16.6165,30.1766,0,83,69,71,1559,875,7.65779,84,4.61842,0,2.37072,4316,241324231263
60.105,16.6376,30.0485,0,82,69,71,1246,875,7.81356,82,4.61688,0,2.37271,4308,242324287331
60.0735,16.6463,27.9221,0,79,69,70,1366,875,7.79959,74,4.61719,0,2.37271,4306,243324342617
60.012,16.6633,28.0389,0,79,69,70,1600,875,7.72783,72,4.61678,0,2.37271,4316,244324393616
60.0691,16.6475,27.9935,0,80,69,71,1509,875,7.72798,74,4.61626,0,2.37271,4305,245324457739
60.0627,16.6493,29.1667,0,80,69,71,1538,875,7.72798,73,4.61486,0,2.37271,4314,246324538824
