0.1% Min FPS,1% Min FPS,97% Percentile FPS,Average FPS,GPU Load,CPU Load,Average Frame Time,Average GPU Temp,Average CPU Temp,Average VRAM Used,Average RAM Used,Average Swap Used,Peak GPU Load,Peak CPU Load,Peak GPU Temp,Peak CPU Temp,Peak VRAM Used,Peak RAM Used,Peak Swap Used
20.8191,31.1746,76.4789,60.2,81.9,30.6,16.6,69.0,69.0,7.5,5.4,0.0,99,57.0,73,71,8.0,6.5,0.0
