0.1% Min FPS,1% Min FPS,97% Percentile FPS,Average FPS,GPU Load,CPU Load,Average Frame Time,Average GPU Temp,Average CPU Temp,Average VRAM Used,Average RAM Used,Average Swap Used,Peak GPU Load,Peak CPU Load,Peak GPU Temp,Peak CPU Temp,Peak VRAM Used,Peak RAM Used,Peak Swap Used
29.9907,49.6335,62.5354,59.9,79.1,37.5,16.7,65.0,66.0,4.2,5.7,0.0,87,60.4,70,69,5.2,6.5,0.0
