fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
59.0771,16.927,34.6906,0,79,63,57,1336,875,3.66488,56,5.44545,0,2.88352,4329,47290992567
60.0425,16.6549,34.2149,0,79,63,56,1501,875,3.66488,55,5.44584,0,2.88456,4341,48291035551
60.2398,16.6003,34.7403,0,79,63,56,1355,875,3.66515,52,5.44582,0,2.88456,4341,49291091841
59.101,16.9202,34.1503,0,78,63,56,1413,875,3.66524,51,5.44597,0,2.88456,4331,50291166335
61.4231,16.2805,34.2105,0,80,63,57,1318,875,3.66524,53,5.44539,0,2.88548,4341,51291227774
60.8692,16.4287,33.8358,0,78,63,56,1209,875,3.66506,49,5.44537,0,2.88548,4326,52291281669
58.377,17.13,34.1137,0,79,63,56,1207,875,3.66533,50,5.44531,0,2.88548,4341,53291341175
61.7164,16.2032,33.8926,0,80,63,56,1095,875,3.66533,49,5.44507,0,2.88548,4341,54291421429
59.5348,16.7969,33.3333,0,78,63,56,1168,875,3.66422,47,5.44507,0,2.88548,4316,55291476226
61.1774,16.3459,33.3879,0,79,63,56,1216,875,3.66394,48,5.4453,0,2.88652,4324,56291531895
61.0806,16.3718,33.7705,0,80,63,56,1475,875,3.66651,49,5.44629,0,2.88548,4341,57291581873
59.4197,16.8294,33.8926,0,80,63,56,1218,875,3.6644,49,5.44688,0,2.88652,4341,58291631680
55.2835,18.0886,34.5515,0,80,63,57,1359,875,3.66449,51,5.44709,0,2.88549,4320,59291679243
52.4255,19.0747,34.3648,0,78,63,58,1553,875,3.66449,64,5.44837,0,2.88549,4335,60291740803
61.3954,16.2879,34.1794,0,81,63,57,1379,875,3.66478,62,5.44785,0,2.88653,4343,61291814305
62.9457,15.8867,34.2327,0,77,63,57,1202,875,3.66469,49,5.44773,0,2.88656,4341,62291880162
61.4604,16.2706,35.7496,0,79,63,57,1289,875,3.67447,45,5.457,0,2.88712,4341,63291930421
61.2826,16.3178,33.8762,0,79,63,57,1249,875,3.67181,48,5.4563,0,2.88633,4316,64291978625
46.0943,21.6947,33.9465,0,77,64,57,1222,875,3.6722,45,5.45913,0,2.88647,4316,65292055694
57.8832,17.2762,34.3907,0,80,64,56,1175,875,3.66542,42,5.45641,0,2.88854,4341,66292104590
63.1382,15.8383,34.3907,0,79,64,57,1232,875,3.66466,50,5.45385,0,2.88855,4320,67292150259
50.6755,19.7334,32.5123,0,79,64,57,978,875,3.66447,42,5.45305,0,2.88866,4341,68292200468
62.6179,15.9699,32.4958,0,80,64,56,1071,875,3.6642,41,5.45259,0,2.88866,4339,69292242641
55.2074,18.1135,33.6617,0,80,64,57,1247,875,3.6642,47,5.45155,0,2.88867,4341,70292286086
55.5599,17.9986,33.3884,0,79,64,57,1256,875,3.66402,55,5.45136,0,2.88867,4342,71292334872
59.5073,16.8047,33.557,0,79,64,57,1317,875,3.66945,50,5.44859,0,2.88764,4339,72292379600
61.0896,16.3694,33.2209,0,79,64,57,1269,875,3.67,51,5.44822,0,2.88868,4341,73292423827
58.8948,16.9794,34.6154,0,79,64,57,1306,875,3.6697,50,5.44646,0,2.8866,4366,74292473033
49.3093,20.2801,34.0033,0,78,64,57,1462,875,3.66979,54,5.4457,0,2.88556,4316,75292518994
58.1795,17.1882,33.9257,0,81,64,57,1290,875,3.6697,55,5.4458,0,2.88582,4316,76292565265
61.3254,16.3065,33.0606,0,79,64,57,1263,875,3.66961,51,5.44579,0,2.88582,4316,77292605985
61.2206,16.3344,33.7134,0,79,64,57,1338,875,3.66988,53,5.44579,0,2.88582,4341,78292649821
55.2706,18.0928,34.3434,0,78,64,58,1332,875,3.66924,52,5.44535,0,2.88686,4341,79292691644
59.9489,16.6809,33.5017,0,80,63,58,1266,875,3.66915,54,5.44562,0,2.88789,4316,80292730731
60.7007,16.4743,33.4432,0,79,64,58,1364,875,3.6697,56,5.44575,0,2.88789,4341,81292769789
58.7426,17.0234,36.2295,0,79,64,58,1313,875,3.6646,57,5.44646,0,2.88792,4317,82292809117
61.6193,16.2287,35.5519,0,79,64,58,1302,875,3.65731,57,5.44693,0,2.88792,4341,83292853023
59.2151,16.8876,34.5118,0,81,64,58,1410,875,3.65877,53,5.4458,0,2.8871,4341,84292890878
60.6126,16.4982,34.9594,0,79,64,58,1296,875,3.65895,51,5.44569,0,2.88713,4341,85292930757
61.0657,16.3758,34.7896,0,78,64,58,1348,875,3.65969,51,5.44569,0,2.88721,4346,86292972259
61.4254,16.2799,33.3874,0,81,64,58,1335,875,3.65822,57,5.44593,0,2.88722,4341,87293011557
58.5726,17.0728,33.3898,0,79,64,58,1457,875,3.6574,54,5.44593,0,2.88722,4339,88293048941
58.9418,16.9659,33.7793,0,78,64,58,1177,875,3.6574,48,5.44593,0,2.88826,4341,89293086796
54.9693,18.192,33.4967,0,79,64,58,1397,875,3.65722,55,5.44553,0,2.88929,4341,90293127406
60.5469,16.5161,35.8643,0,81,64,58,1270,875,3.6574,55,5.44621,0,2.88929,4316,91293164610
55.4862,18.0225,36.9748,0,78,64,58,1119,875,3.65779,50,5.45337,0,2.88945,4316,92293203998
55.5147,18.0133,36.9565,0,78,64,58,1521,875,3.66304,56,5.45543,0,2.88862,4419,93293239699
58.7247,17.0286,37.3377,0,78,64,59,1383,875,3.66468,64,5.45499,0,2.88863,4316,94293292242
61.2023,16.3392,34.7973,0,79,64,59,1457,875,3.66431,57,5.45107,0,2.88657,4344,95293334545
61.2357,16.3303,35.0084,0,79,64,58,1263,875,3.66303,52,5.45049,0,2.88657,4338,96293373943
56.2743,17.7701,35.4132,0,78,64,58,1311,875,3.66266,51,5.4493,0,2.88452,4335,97293408091
62.2604,16.0616,35.7262,0,80,64,59,1324,875,3.66422,58,5.44708,0,2.88452,4366,98293444313
60.9141,16.4166,36.4379,0,80,64,59,1398,875,3.66932,55,5.44514,0,2.88459,4316,99293484393
61.3188,16.3082,35.7964,0,79,64,59,1399,875,3.66785,57,5.44529,0,2.88459,4316,100293523620
56.3558,17.7444,36.5894,0,78,64,59,1218,875,3.66813,61,5.44773,0,2.88667,4316,101293557057
59.795,16.7238,37.5415,0,80,64,59,1416,875,3.66825,62,5.44706,0,2.8867,4291,102293591756
51.1786,19.5394,34.0946,0,79,64,59,1499,875,3.66806,65,5.44773,0,2.88774,4341,103293626305
58.6147,17.0606,34.7315,0,78,64,59,1274,875,3.66825,48,5.44771,0,2.88774,4336,104293660814
60.6933,16.4763,35.2273,0,79,64,59,1390,875,3.66898,61,5.44769,0,2.88788,4341,105293694682
61.6137,16.2302,36.7816,0,78,64,59,1396,875,3.6698,63,5.44793,0,2.88794,4318,106293732667
60.3421,16.5722,35.9016,0,80,64,59,1296,875,3.67133,53,5.44935,0,2.88926,4374,107293778727
61.1101,16.3639,37.2549,0,80,64,60,1517,875,3.67121,70,5.45164,0,2.88952,4341,108293811192
58.8584,16.9899,34.6218,0,80,64,60,1463,875,3.67084,68,5.45204,0,2.88952,4347,109293844278
59.0998,16.9205,33.7815,0,79,64,60,1492,875,3.67084,67,5.45228,0,2.88952,4316,110293879118
60.9791,16.3991,34.7403,0,80,64,60,1335,875,3.67048,61,5.45227,0,2.88952,4302,111293910280
57.7761,17.3082,32.459,0,80,64,59,1214,875,3.67093,55,5.45227,0,2.88952,4337,112293945150
61.3658,16.2957,32.5696,0,79,64,59,1115,875,3.67084,51,5.45066,0,2.88848,4337,113293978176
60.9637,16.4032,33.5505,0,79,64,59,1247,875,3.67261,51,5.45057,0,2.8885,4316,114294011062
54.0706,18.4943,32.3729,0,80,64,59,1272,875,3.67279,51,5.45057,0,2.8885,4341,115294044398
60.3589,16.5676,32.715,0,79,64,59,1242,875,3.67261,51,5.45081,0,2.8885,4341,116294078717
61.7246,16.201,33.6039,0,80,64,59,1258,875,3.67261,51,5.45007,0,2.8885,4341,117294110851
54.0992,18.4846,33.3333,0,79,64,59,1165,875,3.67298,51,5.4501,0,2.88746,4318,118294142966
61.0761,16.373,32.605,0,78,64,59,1261,875,3.67356,50,5.45025,0,2.88746,4341,119294180801
61.6603,16.2179,33.0537,0,81,64,59,1256,875,3.67347,51,5.45025,0,2.88746,4316,120294213236
55.5649,17.997,32.8455,0,78,64,59,1244,875,3.67337,51,5.45024,0,2.88746,4341,121294243015
61.2657,16.3224,34.202,0,79,64,59,1220,875,3.67311,51,5.45048,0,2.8885,4316,122294273356
58.9305,16.9691,32.7332,0,77,64,60,1291,875,3.67339,56,5.44925,0,2.88747,4316,123294306623
56.2047,17.7921,33.9404,0,80,64,59,1453,875,3.6733,56,5.44925,0,2.88747,4335,124294340350
59.9452,16.6819,32.5696,0,80,64,59,1353,875,3.6733,57,5.44913,0,2.88747,4341,125294371693
60.6654,16.4839,32.7703,0,79,64,59,1334,875,3.67339,56,5.44912,0,2.88747,4341,126294402154
61.3466,16.3008,33.1691,0,79,64,59,1432,875,3.67304,56,5.44906,0,2.88747,4334,127294432576
59.1323,16.9112,33.0632,0,79,64,60,1371,875,3.67304,56,5.4492,0,2.88747,4341,128294466012
61.2765,16.3195,33.5017,0,79,64,60,1383,875,3.67304,55,5.44943,0,2.88749,4323,129294508055
58.3505,17.1378,33.5505,0,80,64,60,1309,875,3.6735,53,5.44937,0,2.88749,4324,130294540721
60.1053,16.6375,33.2215,0,79,64,59,1135,875,3.6735,48,5.44937,0,2.88749,4341,131294578245
60.9892,16.3963,33.9837,0,78,64,59,1043,875,3.6734,47,5.4493,0,2.88749,4341,132294609668
56.4011,17.7302,32.2581,0,81,64,59,1153,875,3.67315,48,5.44898,0,2.88749,4334,133294655158
57.7647,17.3116,34.9026,0,79,64,60,1437,875,3.67397,60,5.44898,0,2.88749,4316,134294685098
54.2238,18.4421,33.4416,0,80,64,60,1421,875,3.67452,61,5.44915,0,2.88749,4341,135294723233
61.4241,16.2803,33.8926,0,80,64,60,1343,875,3.67362,61,5.44935,0,2.88749,4341,136294755849
61.08,16.372,33.0508,0,79,64,60,1415,875,3.67336,60,5.44911,0,2.88749,4326,137294787282
61.1502,16.3532,33.67,0,81,64,60,1454,875,3.67336,60,5.44911,0,2.88749,4341,138294818645
61.2401,16.3292,34.0946,0,79,64,60,1375,875,3.67318,60,5.44935,0,2.88749,4316,139294851300
58.4902,17.0969,32.8431,0,81,64,61,1399,875,3.67318,61,5.44959,0,2.88645,4341,140294884226
57.1604,17.4946,34.4715,0,79,64,60,1355,875,3.67318,61,5.44946,0,2.88645,4316,141294915819
54.6097,18.3118,33.1158,0,80,64,60,1466,875,3.67318,60,5.44946,0,2.88645,4341,142294955478
59.2903,16.8662,34.684,0,80,64,60,1428,875,3.67318,62,5.45033,0,2.88749,4316,143294986770
55.1888,18.1196,33.3333,0,79,64,60,1451,875,3.67336,58,5.45,0,2.88753,4316,144295031939
60.8999,16.4204,34.1176,0,80,64,61,1403,875,3.67336,58,5.44752,0,2.88625,4341,145295062491
58.4326,17.1137,33.8954,0,80,64,61,1473,875,3.67336,61,5.44752,0,2.88728,4316,146295092972
55.3748,18.0588,34.7826,0,80,64,61,1633,875,3.67138,61,5.44746,0,2.88731,4341,147295122111
61.4453,16.2746,35.0734,0,79,64,61,1440,875,3.6704,62,5.4477,0,2.88732,4318,148295153023
57.1419,17.5003,32.6765,0,79,64,60,1480,875,3.67131,53,5.44777,0,2.88733,4317,149295182452
59.2895,16.8664,31.9149,0,79,64,60,1323,875,3.67025,51,5.44753,0,2.88733,4341,150295210619
61.3602,16.2972,35.4943,0,80,64,61,1388,875,3.67109,63,5.44722,0,2.88734,4337,151295242583
61.6612,16.2177,34.2282,0,80,64,61,1481,875,3.67017,61,5.44752,0,2.88737,4334,152295272062
61.5546,16.2458,35.2941,0,77,64,61,1431,875,3.67063,59,5.44767,0,2.88739,4341,153295300370
61.079,16.3723,36.1111,0,81,64,61,1353,875,3.67063,60,5.4476,0,2.88739,4316,154295309892
61.4884,16.2632,34.0678,0,80,64,61,1419,875,3.67035,56,5.44783,0,2.88743,4325,155295339732
61.1923,16.3419,33.4432,0,79,64,60,1168,875,3.67408,53,5.44944,0,2.88866,4341,156295368920
56.7536,17.62,34.4482,0,78,64,61,1491,875,3.67334,67,5.44806,0,2.88867,4316,157295398169
61.1784,16.3456,34.5336,0,82,64,61,1466,875,3.67289,68,5.44796,0,2.88867,4333,158295425845
56.7057,17.6349,33.7115,0,78,64,61,1349,875,3.67289,60,5.44844,0,2.88867,4338,159295452039
61.044,16.3816,34.1751,0,79,64,61,995,875,3.67307,52,5.44844,0,2.88867,4323,160295480767
61.0633,16.3765,35.3434,0,80,64,61,1307,875,3.67298,54,5.44844,0,2.88867,4323,161295509645
60.812,16.4441,34.6801,0,78,64,61,1435,875,3.67511,59,5.45379,0,2.88898,4316,162295537291
55.9977,17.8579,34.6801,0,78,64,61,1277,875,3.67502,52,5.45182,0,2.88901,4328,163295563815
57.808,17.2986,35.7504,0,80,64,61,1331,875,3.66785,54,5.4561,0,2.88926,4291,164295590829
61.6157,16.2296,35.6073,0,78,64,61,1295,875,3.67532,52,5.45595,0,2.88928,4316,165295619968
49.5538,20.1801,34.4652,0,80,64,61,1282,875,3.67513,55,5.45597,0,2.88928,4343,166295646292
56.468,17.7091,35.1307,0,79,64,61,1342,875,3.67503,53,5.45454,0,2.88928,4318,167295678436
59.2791,16.8694,34.57,0,80,64,61,1201,875,3.67474,53,5.45177,0,2.88824,4333,168295707424
61.4641,16.2697,35.4785,0,79,64,61,1316,875,3.67511,55,5.45034,0,2.88825,4341,169295732105
60.6415,16.4904,37.6432,0,79,64,61,1528,875,3.6752,60,5.44771,0,2.89029,4332,170295762215
60.8838,16.4247,35.5412,0,80,65,61,1549,875,3.6752,62,5.44682,0,2.88821,4336,171295789661
58.6343,17.0549,34.3042,0,79,65,61,1337,875,3.68367,59,5.4465,0,2.88925,4336,172295817668
59.9557,16.679,34.1216,0,80,65,61,1288,875,3.68331,56,5.44694,0,2.88925,4341,173295845514
61.0649,16.376,34.6906,0,79,65,61,1267,875,3.68294,51,5.44638,0,2.88925,4316,174295872879
58.619,17.0593,33.7684,0,80,65,61,1252,875,3.68294,55,5.44624,0,2.88925,4337,175295903411
54.9688,18.1921,34.0604,0,80,65,61,1278,875,3.68331,52,5.44624,0,2.88925,4323,176295883167
56.1923,17.796,35.6187,0,79,65,61,1618,875,3.68331,56,5.44624,0,2.88925,4324,177295914179
56.5319,17.6891,34.9754,0,80,65,62,1340,875,3.68331,61,5.44744,0,2.88925,4318,178295942206
60.8938,16.422,33.1158,0,78,65,61,1223,875,3.68349,52,5.44753,0,2.88925,4318,179295939996
59.0661,16.9302,32.1311,0,78,65,61,1254,875,3.67667,50,5.44728,0,2.88943,4335,180295973923
60.8961,16.4214,33.8235,0,78,65,61,1070,875,3.67649,43,5.44825,0,2.88944,4321,181296000117
53.029,18.8576,33.7115,0,79,65,61,1280,875,3.67334,50,5.44849,0,2.88945,4341,182296026881
60.9534,16.406,33.3333,0,79,65,61,1231,875,3.67298,52,5.44872,0,2.88842,4334,183296050880
61.7841,16.1854,34.2237,0,79,65,61,1404,875,3.67325,50,5.44847,0,2.88945,4316,184296078005
57.9074,17.269,33.3333,0,79,65,61,1458,875,3.67307,60,5.45015,0,2.88945,4335,185296103968
59.2779,16.8697,33.4421,0,81,65,62,1263,875,3.67325,59,5.45015,0,2.88945,4340,186296127406
60.6738,16.4816,34.2809,0,77,65,61,1437,875,3.67316,57,5.44978,0,2.88945,4316,187296154741
61.2996,16.3133,33.9806,0,80,65,62,1356,875,3.67325,63,5.4502,0,2.88945,4340,188296181405
57.2056,17.4808,34.8915,0,80,65,62,1343,875,3.6753,62,5.44786,0,2.89059,4341,189296207328
56.7458,17.6225,33.6066,0,79,65,61,1297,875,3.67539,55,5.44847,0,2.89059,4316,190296233341
59.1114,16.9172,33.0619,0,79,65,61,1388,875,3.6753,54,5.44853,0,2.88956,4328,191296259324
61.605,16.2324,33.777,0,80,65,61,1198,875,3.67521,56,5.44988,0,2.88956,4337,192296270930
61.3338,16.3042,34.6405,0,79,65,62,1560,875,3.67005,62,5.45084,0,2.89164,4321,193296300189
60.7558,16.4593,35.8804,0,80,65,62,1665,875,3.67088,62,5.45101,0,2.89062,4332,194296325620
59.4168,16.8303,34.609,0,81,65,62,1390,875,3.66853,64,5.45099,0,2.88959,4324,195296351954
62.4376,16.016,35.1882,0,81,65,63,1633,875,3.66863,75,5.45099,0,2.88959,4316,196296381393
59.4156,16.8306,33.5017,0,81,65,62,1326,875,3.66763,69,5.45099,0,2.88959,4340,197296406765
61.0419,16.3822,33.3879,0,80,65,62,1341,875,3.66744,58,5.45117,0,2.88959,4341,198296432828
58.9486,16.9639,33.4448,0,79,65,62,1375,875,3.66708,53,5.4485,0,2.88855,4329,199296458751
56.4657,17.7099,32.2951,0,81,65,62,1178,875,3.66689,54,5.44859,0,2.88855,4341,200296483371
61.1118,16.3635,33.2792,0,80,65,61,1325,875,3.66671,53,5.44882,0,2.88855,4316,201296508222
58.3662,17.1332,32.6633,0,79,65,61,1284,875,3.66671,54,5.44766,0,2.88855,4316,202296533383
60.9856,16.3973,33.7097,0,78,65,62,1315,875,3.66671,53,5.44762,0,2.88855,4316,203296555188
61.076,16.373,32.9412,0,79,65,62,1453,875,3.66671,54,5.45016,0,2.88959,4338,204296579968
60.8995,16.4205,33.9869,0,79,65,62,1323,875,3.66698,55,5.44981,0,2.88855,4315,205296600190
61.1092,16.3642,33.1148,0,79,65,62,1445,875,3.66698,63,5.44995,0,2.88959,4320,206296619280
58.0857,17.2159,34.4262,0,80,65,63,1614,875,3.66698,67,5.44995,0,2.88959,4341,207296638871
61.4574,16.2714,34.6972,0,80,65,63,1490,875,3.66735,75,5.44833,0,2.88971,4328,208296658803
61.608,16.2317,34.1463,0,82,65,62,1335,875,3.66521,63,5.44415,0,2.88971,4316,209296682231
60.8042,16.4462,33.3333,0,79,65,62,1359,875,3.67418,57,5.44518,0,2.88971,4337,210296704947
60.3136,16.58,35.1792,0,80,65,62,1640,875,3.67607,68,5.4451,0,2.88987,4316,211296726853
61.1524,16.3526,34.5118,0,80,65,63,1428,875,3.67373,69,5.4451,0,2.88991,4343,212296749329
57.3986,17.422,35.3618,0,80,65,63,1623,875,3.66735,71,5.44534,0,2.88991,4316,213296772967
59.2363,16.8815,35.0329,0,81,65,63,1542,875,3.67218,72,5.44226,0,2.88991,4339,214296798319
60.6852,16.4785,36.0065,0,81,65,63,1542,875,3.67218,72,5.4424,0,2.88991,4316,215296816938
61.0531,16.3792,33.0523,0,79,65,63,1378,875,3.67196,59,5.4424,0,2.88991,4337,216296800611
57.4708,17.4001,33.3333,0,82,65,63,1339,875,3.67125,59,5.4424,0,2.88991,4318,217296822457
61.7919,16.1834,32.107,0,79,65,62,1195,875,3.66793,55,5.4424,0,2.88996,4341,218296845163
61.5889,16.2367,31.2081,0,79,65,62,1214,875,3.667,49,5.44287,0,2.88996,4317,219296867850
61.6402,16.2232,31.6476,0,78,65,62,1391,875,3.66466,54,5.44311,0,2.88996,4342,220296890757
61.2736,16.3202,31.6045,0,80,65,62,1264,875,3.66423,54,5.44332,0,2.88996,4341,221296912502
52.7824,18.9457,31.6476,0,80,65,62,1275,875,3.66378,54,5.44332,0,2.88996,4348,222296935038
61.1047,16.3654,31.0065,0,80,64,62,1230,875,3.65908,54,5.44332,0,2.88996,4340,223296956192
60.1237,16.6324,30.8081,0,79,64,62,1242,875,3.65889,53,5.44332,0,2.88996,4341,224296979099
61.3411,16.3023,30.8197,0,80,64,62,1279,875,3.65853,53,5.44332,0,2.88996,4317,225297000864
58.814,17.0028,30.719,0,79,64,62,1267,875,3.65871,53,5.44352,0,2.88996,4320,226297029532
60.7243,16.4679,33.6026,0,79,64,63,1524,875,3.65917,68,5.44325,0,2.88996,4319,227297050555
59.1112,16.9173,32.3283,0,80,64,63,1401,875,3.65935,70,5.44344,0,2.88996,4316,228297073543
60.7713,16.4551,31.0345,0,80,64,62,1098,875,3.65908,51,5.44344,0,2.88996,4341,229297095878
59.985,16.6708,31.4239,0,79,64,62,1429,875,3.6588,60,5.44322,0,2.88996,4338,230297118555
57.1097,17.5102,31.3916,0,79,64,63,1329,875,3.65862,67,5.44346,0,2.88996,4316,231297140921
51.8658,19.2805,32.4104,0,79,64,63,1414,875,3.65944,62,5.4437,0,2.88996,4316,232297163397
59.9738,16.674,32.0786,0,79,64,62,1277,875,3.66228,55,5.44213,0,2.89003,4341,233297185132
55.5296,18.0084,32.9527,0,79,64,62,1223,875,3.66164,53,5.44221,0,2.89003,4340,234297157555
61.22,16.3345,34.8333,0,79,64,62,1368,875,3.65972,50,5.44221,0,2.89007,4316,235297179270
57.5823,17.3664,34.7826,0,80,64,62,1279,875,3.65981,55,5.44295,0,2.89007,4340,236297199341
61.5512,16.2466,35.5987,0,80,64,63,1295,875,3.66478,53,5.44329,0,2.89007,4316,237297222539
56.7616,17.6175,33.1179,0,81,64,62,1147,875,3.66542,49,5.44352,0,2.888,4339,238297241739
62.3083,16.0492,34.0033,0,80,64,62,1130,875,3.66533,52,5.44322,0,2.88903,4327,239297262262
61.0346,16.3842,35.5049,0,80,65,62,1368,875,3.66542,60,5.44414,0,2.88903,4316,240297281632
61.7338,16.1986,35.1852,0,80,65,62,1142,875,3.66515,53,5.44356,0,2.88931,4341,241297293037
61.1334,16.3577,34.1936,0,80,65,62,1318,875,3.66497,52,5.4429,0,2.89243,4320,242297318329
45.2714,22.089,32.7842,0,77,65,62,1028,875,3.66524,44,5.4429,0,2.89243,4319,243297340565
60.4276,16.5487,32.0847,0,71,65,61,945,875,3.6668,38,5.44354,0,2.89248,4312,244297361348
60.2378,16.6009,30.6533,0,68,65,61,937,875,3.66661,36,5.44343,0,2.89249,4341,245297335724
60.2684,16.5924,30.7818,0,68,65,61,922,875,3.66488,36,5.44331,0,2.89145,4323,246297359483
60.0107,16.6637,30.2932,0,66,65,61,905,875,3.66488,35,5.44331,0,2.89145,4337,247297376879
60.4313,16.5477,31.0065,0,67,65,61,906,875,3.6646,35,5.44257,0,2.89145,4321,248297399225
59.7978,16.723,30.2013,0,67,65,61,921,875,3.66414,35,5.44342,0,2.89249,4341,249297420189
60.4693,16.5373,30.3183,0,66,65,60,913,875,3.66433,35,5.44357,0,2.89249,4324,250297441513
59.9712,16.6747,31.3725,0,67,65,61,909,875,3.68842,35,5.44501,0,2.89249,4316,251297463648
60.2441,16.5991,29.7297,0,66,65,61,896,875,3.68815,35,5.44518,0,2.89042,4316,252297485784
